EaseOfUse	Gender	Age	DatePosted	Satisfaction	Reason	Supplement	NReviews	Effectiveness
5	Female	35-44	11/27/2015	5	Other	ASHWAGANDHA	137	5
5	Male	19-24	11/13/2015	3	Other	ASHWAGANDHA	137	5
5	Male	45-54	11/10/2015	4	Anxiety	ASHWAGANDHA	137	4
5	Female	35-44	10/9/2015	4	Other	ASHWAGANDHA	137	4
5	Female	55-64	9/15/2015	5	Anxiety	ASHWAGANDHA	137	4
4	Female	55-64	9/8/2015	4	General Health & Wellness	ASHWAGANDHA	137	4
5	Male	45-54	8/22/2015	1	Anxiety	ASHWAGANDHA	137	3
5	Male	65-74	8/15/2015	3	Cholesterol	ASHWAGANDHA	137	3
5	Male	65-74	8/4/2015	5	General Health & Wellness	ASHWAGANDHA	137	5
4	Male	19-24	5/11/2015	4	Anxiety	ASHWAGANDHA	137	4
5	Female	35-44	5/7/2015	3	Other	ASHWAGANDHA	137	3
4	Male	25-34	5/5/2015	4	Male infertility	ASHWAGANDHA	137	4
5	Female	45-54	4/14/2015	3	Anxiety	ASHWAGANDHA	137	5
5	Female	55-64	4/9/2015	5	General Health & Wellness	ASHWAGANDHA	137	4
5	Female	45-54	4/6/2015	4	Other	ASHWAGANDHA	137	4
4	Female	55-64	4/5/2015	4	General Health & Wellness	ASHWAGANDHA	137	4
5	Male	55-64	4/3/2015	5	Anxiety	ASHWAGANDHA	137	5
5	Male	19-24	3/22/2015	3	Anxiety	ASHWAGANDHA	137	3
1	Female	45-54	3/18/2015	1	Other	ASHWAGANDHA	137	1
5	Female	55-64	3/6/2015	5	Arthritis	ASHWAGANDHA	137	5
5	Female	45-54	2/20/2015	5	ADHD	ASHWAGANDHA	137	5
1	Female	55-64	2/11/2015	1	General Health & Wellness	ASHWAGANDHA	137	1
5	Female	55-64	1/23/2015	5	Other	ASHWAGANDHA	137	5
5	Female	65-74	1/12/2015	5	General Health & Wellness	ASHWAGANDHA	137	5
4	Male	45-54	1/6/2015	4	Other	ASHWAGANDHA	137	4
4	Female	25-34	12/11/2014	2	Anxiety	ASHWAGANDHA	137	2
5	Female	45-54	12/5/2014	4	General Health & Wellness	ASHWAGANDHA	137	4
5	Female	25-34	11/20/2014	5	Anxiety	ASHWAGANDHA	137	5
5	Male	55-64	10/26/2014	5	Anxiety	ASHWAGANDHA	137	5
4	Female	55-64	10/17/2014	1	Anxiety	ASHWAGANDHA	137	1
1	Male	35-44	10/13/2014	1	General Health & Wellness	ASHWAGANDHA	137	1
5	Male	65-74	10/10/2014	4	Arthritis	ASHWAGANDHA	137	4
5	Female	55-64	10/7/2014	1	Other	ASHWAGANDHA	137	1
5	Female	65-74	8/2/2014	5	Anxiety	ASHWAGANDHA	137	5
4	Female	25-34	10/1/2014	3	Anxiety	ASHWAGANDHA	137	3
4	Female	25-34	10/5/2014	4	Anxiety	ASHWAGANDHA	137	4
4	Female	45-54	10/1/2014	5	Anxiety	ASHWAGANDHA	137	5
5	Female	55-64	7/19/2014	5	Anxiety	ASHWAGANDHA	137	4
5	Female	55-64	7/18/2014	5	Arthritis	ASHWAGANDHA	137	5
5	Male	55-64	7/12/2014	4	Anxiety	ASHWAGANDHA	137	4
5	Male	35-44	7/3/2014	5	Other	ASHWAGANDHA	137	5
3	Male	25-34	4/30/2014	3	Male infertility	ASHWAGANDHA	137	3
5	Female	45-54	4/25/2014	5	Other	ASHWAGANDHA	137	5
5	Male	55-64	4/23/2014	5	Anxiety	ASHWAGANDHA	137	4
3	Male	65-74	4/14/2014	1	Other	ASHWAGANDHA	137	1
5	Male	45-54	4/4/2014	5	General Health & Wellness	ASHWAGANDHA	137	5
5	Female	35-44	4/1/2014	3	General Health & Wellness	ASHWAGANDHA	137	3
5	Female	65-74	3/25/2014	5	Other	ASHWAGANDHA	137	4
5	Female	55-64	2/10/2014	3	Other	ASHWAGANDHA	137	3
5	Female	35-44	1/15/2014	5	Other	ASHWAGANDHA	137	5
3	Female	55-64	11/16/2013	2	General Health & Wellness	ASHWAGANDHA	137	3
4	Female	65-74	10/22/2013	3	General Health & Wellness	ASHWAGANDHA	137	2
3	Female	55-64	10/7/2013	4	General Health & Wellness	ASHWAGANDHA	137	3
5	Female	55-64	9/23/2013	5	General Health & Wellness	ASHWAGANDHA	137	4
5	Female	45-54	9/3/2013	5	General Health & Wellness	ASHWAGANDHA	137	5
5	Female	65-74	8/14/2013	5	Other	ASHWAGANDHA	137	5
5	Female	65-74	7/19/2013	3	Other	ASHWAGANDHA	137	4
5	Female	55-64	7/17/2013	5	General Health & Wellness	ASHWAGANDHA	137	5
5	Female	55-64	7/11/2013	5	General Health & Wellness	ASHWAGANDHA	137	5
5	Male	55-64	6/23/2013	5	General Health & Wellness	ASHWAGANDHA	137	4
1	Female	25-34	5/9/2013	1	Other	ASHWAGANDHA	137	1
5	Female	55-64	4/9/2013	5	General Health & Wellness	ASHWAGANDHA	137	5
5	Female	55-64	3/29/2013	5	Other	ASHWAGANDHA	137	4
5	Male	55-64	3/22/2013	4	Other	ASHWAGANDHA	137	3
5	Male	55-64	2/13/2013	4	General Health & Wellness	ASHWAGANDHA	137	4
5	Female	35-44	1/30/2013	5	Other	ASHWAGANDHA	137	5
4	Male	55-64	11/22/2012	5	Other	ASHWAGANDHA	137	4
5	Male	35-44	10/31/2012	5	General Health & Wellness	ASHWAGANDHA	137	5
4	Female	45-54	5/21/2012	4	Other	ASHWAGANDHA	137	5
5	Male	45-54	2/25/2012	5	General Health & Wellness	ASHWAGANDHA	137	5
5	Male	19-24	6/21/2011	5	Other	ASHWAGANDHA	137	4
3	Male	25-34	2/3/2011	4	Other	ASHWAGANDHA	137	3
5	Male	25-34	1/10/2011	1	Other	ASHWAGANDHA	137	5
5	Male	55-64	7/8/2010	5	General Health & Wellness	ASHWAGANDHA	137	5
1	Male	55-64	5/22/2010	1	Other	ASHWAGANDHA	137	5
5	Male	35-44	4/26/2010	5	General Health & Wellness	ASHWAGANDHA	137	5
5	Female	45-54	10/16/2009	5	Other	ASHWAGANDHA	137	5
5	Male	65-74	3/26/2018	5	Arthritis	ASTAXANTHIN	88	5
5	Female	65-74	11/16/2017	5	Arthritis	ASTAXANTHIN	88	5
5	Female	65-74	10/10/2017	5	General Health & Wellness	ASTAXANTHIN	88	5
5	Female	35-44	8/28/2017	5	"Exercise-induced muscle sorene...
							"	ASTAXANTHIN	88	5
5	Female	45-54	2/20/2017	5	Arthritis	ASTAXANTHIN	88	4
5	Female	35-44	2/10/2017	5	Other	ASTAXANTHIN	88	5
5	Female	65-74	8/28/2016	1	General Health & Wellness	ASTAXANTHIN	88	2
5	Male	65-74	5/10/2016	5	Exercise-induced muscle damage	ASTAXANTHIN	88	5
5	Female	45-54	11/8/2015	1	Menopause	ASTAXANTHIN	88	3
3	Male	25-34	10/27/2015	3	"Age-related macular degenerati...
							"	ASTAXANTHIN	88	3
5	Female	55-64	10/6/2015	5	General Health & Wellness	ASTAXANTHIN	88	5
5	Male	55-64	9/18/2015	5	Arthritis	ASTAXANTHIN	88	5
3	Male	7-12	8/24/2015	2	"Age-related macular degenerati...
							"	ASTAXANTHIN	88	2
5	Female	65-74	8/15/2015	5	General Health & Wellness	ASTAXANTHIN	88	5
5	Female	25-34	8/2/2015	5	Other	ASTAXANTHIN	88	4
5	Male	55-64	7/27/2015	5	Arthritis	ASTAXANTHIN	88	5
5	Female	65-74	7/4/2015	2	General Health & Wellness	ASTAXANTHIN	88	2
1	Female	45-54	6/1/2015	1	Photo-damaged skin	ASTAXANTHIN	88	1
5	Female	65-74	5/29/2015	5	General Health & Wellness	ASTAXANTHIN	88	5
5	Female	35-44	5/17/2015	5	Other	ASTAXANTHIN	88	5
2	Female	45-54	2/5/2015	2	General Health & Wellness	ASTAXANTHIN	88	2
4	Female	65-74	1/15/2015	5	"Age-related macular degenerati...
							"	ASTAXANTHIN	88	4
5	Male	65-74	12/4/2014	5	General Health & Wellness	ASTAXANTHIN	88	5
5	Male	55-64	11/23/2014	5	Cholesterol	ASTAXANTHIN	88	5
5	Female	55-64	11/17/2014	5	Arthritis	ASTAXANTHIN	88	5
5	Female	19-24	11/11/2014	5	General Health & Wellness	ASTAXANTHIN	88	5
5	Female	55-64	11/7/2014	5	Arthritis	ASTAXANTHIN	88	4
5	Male	65-74	11/1/2014	4	General Health & Wellness	ASTAXANTHIN	88	4
5	Male	55-64	10/17/2014	5	General Health & Wellness	ASTAXANTHIN	88	5
5	Male	55-64	10/13/2014	5	"Exercise-induced muscle sorene...
							"	ASTAXANTHIN	88	4
5	Male	65-74	10/9/2014	5	Other	ASTAXANTHIN	88	5
5	Male	65-74	9/30/2014	5	Arthritis	ASTAXANTHIN	88	5
5	Female	45-54	9/18/2014	5	Other	ASTAXANTHIN	88	4
5	Male	55-64	5/23/2014	5	"Exercise-induced muscle sorene...
							"	ASTAXANTHIN	88	5
5	Female	65-74	4/11/2014	5	Other	ASTAXANTHIN	88	5
5	Male	65-74	1/17/2014	4	General Health & Wellness	ASTAXANTHIN	88	4
5	Male	45-54	11/11/2013	3	General Health & Wellness	ASTAXANTHIN	88	4
5	Male	25-34	9/30/2013	5	Other	ASTAXANTHIN	88	5
5	Male	55-64	9/22/2013	5	General Health & Wellness	ASTAXANTHIN	88	5
5	Female	45-54	7/19/2013	1	Other	ASTAXANTHIN	88	1
5	Male	65-74	4/13/2013	1	Other	ASTAXANTHIN	88	1
5	Male	45-54	3/29/2013	5	General Health & Wellness	ASTAXANTHIN	88	5
5	Male	65-74	3/27/2013	5	Other	ASTAXANTHIN	88	5
5	Male	45-54	3/13/2013	5	General Health & Wellness	ASTAXANTHIN	88	5
3	Female	45-54	2/22/2013	1	Other	ASTAXANTHIN	88	1
5	Female	45-54	6/14/2012	4	Other	ASTAXANTHIN	88	4
3	Male	65-74	4/20/2012	2	Other	ASTAXANTHIN	88	3
5	Male	45-54	3/14/2012	5	Other	ASTAXANTHIN	88	5
5	Female	65-74	3/12/2012	5	Other	ASTAXANTHIN	88	5
5	Female	55-64	3/8/2012	1	General Health & Wellness	ASTAXANTHIN	88	1
5	Male	55-64	2/21/2012	5	Other	ASTAXANTHIN	88	5
5	Female	55-64	11/9/2011	5	Other	ASTAXANTHIN	88	5
5	Male	35-44	11/2/2011	5	General Health & Wellness	ASTAXANTHIN	88	5
5	Female	55-64	10/21/2011	5	Other	ASTAXANTHIN	88	5
5	Female	45-54	10/19/2011	5	General Health & Wellness	ASTAXANTHIN	88	5
3	Female	55-64	9/13/2011	3	General Health & Wellness	ASTAXANTHIN	88	3
5	Female	45-54	8/1/2011	4	General Health & Wellness	ASTAXANTHIN	88	4
3	Female	45-54	7/27/2011	1	General Health & Wellness	ASTAXANTHIN	88	1
5	Male	45-54	7/11/2011	5	General Health & Wellness	ASTAXANTHIN	88	4
1	Male	45-54	6/21/2011	1	General Health & Wellness	ASTAXANTHIN	88	1
5	Female	55-64	6/14/2011	5	Other	ASTAXANTHIN	88	5
5	Female	65-74	1/12/2011	5	Other	ASTAXANTHIN	88	5
5	Female	55-64	11/12/2010	3	Other	ASTAXANTHIN	88	3
5	Male	45-54	3/19/2017	5	Respiratory conditions	ASTRAGALUS	36	5
5	Female	55-64	5/10/2016	5	Chronic fatigue syndrome (CFS)	ASTRAGALUS	36	5
5	Female	65-74	6/22/2015	5	Asthma	ASTRAGALUS	36	5
5	Female	55-64	5/27/2015	5	Age-related fatigue	ASTRAGALUS	36	5
4	Male	65-74	5/9/2015	4	Kidney disease	ASTRAGALUS	36	4
5	Female	55-64	2/18/2015	5	Chemotherapy	ASTRAGALUS	36	5
1	Male	55-64	12/10/2014	3	Age-related fatigue	ASTRAGALUS	36	2
5	Male	45-54	10/28/2014	4	"Cancer chemotherapy side effec...
							"	ASTRAGALUS	36	4
4	Female	65-74	10/10/2014	5	Respiratory tract infections	ASTRAGALUS	36	5
5	Male	65-74	8/5/2014	5	Malignant melanoma	ASTRAGALUS	36	5
5	Female	25-34	6/20/2014	4	Other	ASTRAGALUS	36	4
5	Female	55-64	5/1/2014	5	Allergies	ASTRAGALUS	36	5
4	Female	55-64	11/1/2013	2	Colds and flu	ASTRAGALUS	36	4
5	Female	25-34	10/9/2013	5	Colds and flu	ASTRAGALUS	36	5
5	Male	35-44	9/26/2013	5	Other	ASTRAGALUS	36	5
4	Male	55-64	9/18/2013	4	Skin cancer	ASTRAGALUS	36	4
5	Female	45-54	5/18/2013	5	Respiratory tract infections	ASTRAGALUS	36	5
5	Female	45-54	3/9/2013	5	Other	ASTRAGALUS	36	5
5	Male	45-54	2/25/2013	5	General Health & Wellness	ASTRAGALUS	36	4
5	Male	55-64	2/21/2013	5	Colds and flu	ASTRAGALUS	36	4
3	Female	45-54	4/28/2012	1	General Health & Wellness	ASTRAGALUS	36	1
5	Female	25-34	4/5/2012	4	General Health & Wellness	ASTRAGALUS	36	5
5	Female	45-54	1/27/2012	5	"Cancer chemotherapy side effec...
							"	ASTRAGALUS	36	5
5	Male	55-64	10/6/2011	5	Other	ASTRAGALUS	36	4
5	Female	45-54	2/9/2011	5	Common cold	ASTRAGALUS	36	5
5	Male	65-74	2/8/2011	5	Cancer	ASTRAGALUS	36	5
3	Male	25-34	2/3/2011	4	Allergic rhinitis (hayfever)	ASTRAGALUS	36	3
3	Male	25-34	2/1/2011	4	Allergic rhinitis (hayfever)	ASTRAGALUS	36	3
3	Male	25-34	2/1/2011	4	Allergic rhinitis (hayfever)	ASTRAGALUS	36	3
3	Male	25-34	2/1/2011	4	Allergic rhinitis (hayfever)	ASTRAGALUS	36	3
5	Female	65-74	1/8/2018	4	General Health & Wellness	BERBERINE	69	4
5	Male	55-64	11/28/2017	5	Diabetes	BERBERINE	69	5
3	Female	45-54	9/25/2017	3	Weight loss	BERBERINE	69	5
5	Female	55-64	9/14/2017	5	Diabetes	BERBERINE	69	5
5	Female	45-54	8/20/2017	5	Diabetes	BERBERINE	69	5
5	Female	65-74	6/10/2017	5	Diabetes	BERBERINE	69	5
5	Male	55-64	6/10/2017	1	Diabetes	BERBERINE	69	1
5	Female	45-54	5/19/2017	5	Other	BERBERINE	69	5
5	Male	55-64	3/29/2017	5	Diabetes	BERBERINE	69	5
5	Male	55-64	2/17/2017	5	Cholesterol	BERBERINE	69	5
5	Female	55-64	12/11/2016	5	Diabetes	BERBERINE	69	5
4	Female	19-24	11/14/2016	4	"Polycystic ovary syndrome (PCO...
							"	BERBERINE	69	5
5	Female	55-64	9/6/2016	5	Diabetes	BERBERINE	69	5
5	Female	45-54	9/5/2016	5	Diabetes	BERBERINE	69	5
5	Male	55-64	8/3/2016	5	Diabetes	BERBERINE	69	5
5	Female	65-74	6/3/2016	5	Diabetes	BERBERINE	69	5
5	Female	65-74	4/2/2016	4	Diabetes	BERBERINE	69	3
5	Female	55-64	3/11/2016	5	Cholesterol	BERBERINE	69	5
1	Female	55-64	2/26/2016	1	Hyperglycemia	BERBERINE	69	1
5	Female	55-64	1/22/2016	1	General Health & Wellness	BERBERINE	69	1
5	Female	65-74	11/27/2015	5	Weight loss	BERBERINE	69	5
5	Female	55-64	10/20/2015	5	Diabetes	BERBERINE	69	5
3	Female	55-64	8/16/2015	2	Other	BERBERINE	69	3
1	Male	65-74	7/1/2015	3	Diabetes	BERBERINE	69	4
1	Female	25-34	5/29/2015	1	"Polycystic ovary syndrome (PCO...
							"	BERBERINE	69	1
1	Female	65-74	5/12/2015	1	Diabetes	BERBERINE	69	1
5	Male	45-54	4/15/2015	5	Diabetes	BERBERINE	69	5
3	Female	45-54	4/8/2015	3	Other	BERBERINE	69	4
5	Male	45-54	3/28/2015	5	Cholesterol	BERBERINE	69	5
5	Male	45-54	3/8/2015	5	Cholesterol	BERBERINE	69	5
5	Male	35-44	3/2/2015	3	Diabetes	BERBERINE	69	3
4	Female	65-74	2/25/2015	1	Other	BERBERINE	69	1
5	Female	65-74	2/22/2015	5	Diabetes	BERBERINE	69	5
5	Male	35-44	2/5/2015	4	Diarrhea	BERBERINE	69	4
5	Male	65-74	1/3/2015	5	Diabetes	BERBERINE	69	5
5	Male	55-64	12/30/2014	5	Diabetes	BERBERINE	69	5
3	Female	65-74	12/19/2014	4	Low bone density	BERBERINE	69	3
5	Male	55-64	5/8/2014	5	Other	BERBERINE	69	5
5	Male	65-74	6/26/2013	5	Other	BERBERINE	69	5
4	Female	55-64	5/15/2013	5	Other	BERBERINE	69	5
5	Male	65-74	9/3/2012	5	Other	BERBERINE	69	5
4	Female	25-34	7/15/2012	1	Other	BERBERINE	69	2
5	Male	55-64	10/21/2011	3	Other	BERBERINE	69	3
4	Male	13-18	1/19/2019	5	Biotin deficiency	BIOTIN	191	3
5	Male	25-34	10/20/2018	4	Hair loss	BIOTIN	191	4
5	Female	19-24	7/27/2018	5	Hair loss	BIOTIN	191	5
5	Female	35-44	5/24/2018	5	Hair loss	BIOTIN	191	5
5	Female	-	4/29/2018	5	Hair loss	BIOTIN	191	5
5	Female	19-24	4/17/2018	5	Other	BIOTIN	191	5
5	Female	-	12/5/2017	5	Hair loss	BIOTIN	191	5
5	Female	45-54	10/9/2017	1	Hair loss	BIOTIN	191	2
3	Female	55-64	7/9/2017	2	Hair loss	BIOTIN	191	3
5	Male	19-24	3/14/2017	5	Hair loss	BIOTIN	191	5
4	Female	65-74	2/4/2017	1	Hair loss	BIOTIN	191	2
4	Female	35-44	12/16/2016	4	Hair loss	BIOTIN	191	4
5	Female	45-54	11/9/2016	5	Hair loss	BIOTIN	191	5
4	Female	35-44	10/26/2016	4	Hair loss	BIOTIN	191	4
5	Female	45-54	8/18/2016	5	Hair loss	BIOTIN	191	5
5	Female	45-54	8/17/2016	5	Hair loss	BIOTIN	191	5
4	Female	35-44	7/16/2016	3	Hair loss	BIOTIN	191	5
5	Male	45-54	4/11/2016	5	Androgenic alopecia	BIOTIN	191	5
5	Female	55-64	4/5/2016	5	Hair loss	BIOTIN	191	5
5	Female	45-54	4/5/2016	5	Hair loss	BIOTIN	191	5
5	Female	55-64	3/25/2016	1	General Health & Wellness	BIOTIN	191	1
4	Female	55-64	3/21/2016	5	Brittle nails	BIOTIN	191	5
5	Female	65-74	3/20/2016	5	Brittle nails	BIOTIN	191	5
5	Female	55-64	3/15/2016	1	Hair loss	BIOTIN	191	1
5	Female	19-24	3/9/2016	5	Other	BIOTIN	191	5
5	Female	55-64	3/5/2016	1	Hair loss	BIOTIN	191	1
5	Female	19-24	12/1/2015	5	Brittle nails	BIOTIN	191	5
5	Female	19-24	11/30/2015	5	Hair loss	BIOTIN	191	5
5	Female	25-34	11/25/2015	5	Hair loss	BIOTIN	191	5
5	Female	65-74	10/26/2015	5	Brittle nails	BIOTIN	191	4
5	Female	45-54	10/5/2015	5	Hair loss	BIOTIN	191	4
5	Female	55-64	10/5/2015	4	Dermatitis	BIOTIN	191	3
5	Male	35-44	9/30/2015	4	Brittle nails	BIOTIN	191	3
5	Female	65-74	9/12/2015	2	Hair loss	BIOTIN	191	2
5	Female	55-64	9/10/2015	5	Brittle nails	BIOTIN	191	4
5	Female	65-74	9/9/2015	5	Brittle nails	BIOTIN	191	5
5	Female	45-54	8/27/2015	5	Other	BIOTIN	191	5
5	Female	45-54	8/8/2015	5	Hair loss	BIOTIN	191	5
5	Female	45-54	8/8/2015	5	Hair loss	BIOTIN	191	5
4	Female	19-24	6/24/2015	5	Hair loss	BIOTIN	191	5
5	Female	65-74	6/11/2015	4	Hair loss	BIOTIN	191	4
4	Female	55-64	5/22/2015	1	Hair loss	BIOTIN	191	1
5	Female	13-18	5/21/2015	5	Other	BIOTIN	191	5
5	Female	55-64	5/21/2015	4	Hair loss	BIOTIN	191	4
4	Female	65-74	5/1/2015	1	Brittle nails	BIOTIN	191	2
5	Female	19-24	4/13/2015	5	Hair loss	BIOTIN	191	5
2	Female	45-54	3/8/2015	1	General Health & Wellness	BIOTIN	191	1
5	Female	65-74	3/2/2015	5	Alopecia	BIOTIN	191	5
4	Male	45-54	2/28/2015	2	Brittle nails	BIOTIN	191	2
5	Male	45-54	2/23/2015	5	Brittle nails	BIOTIN	191	5
5	Female	55-64	2/23/2015	1	Hair loss	BIOTIN	191	1
4	Female	55-64	2/21/2015	1	Brittle nails	BIOTIN	191	1
3	Female	65-74	2/10/2015	2	Hair loss	BIOTIN	191	3
5	Male	65-74	1/25/2015	2	Other	BIOTIN	191	2
5	Male	55-64	1/22/2015	5	Brittle nails	BIOTIN	191	5
5	Female	19-24	1/17/2015	3	Hair loss	BIOTIN	191	2
5	Female	55-64	1/15/2015	5	Hair loss	BIOTIN	191	5
5	Female	65-74	1/11/2015	5	Brittle nails	BIOTIN	191	5
5	Female	45-54	1/10/2015	5	General Health & Wellness	BIOTIN	191	5
5	Male	55-64	1/10/2015	1	General Health & Wellness	BIOTIN	191	1
5	Female	19-24	1/6/2015	4	General Health & Wellness	BIOTIN	191	4
5	Female	13-18	12/17/2014	5	Hair loss	BIOTIN	191	4
5	Female	13-18	11/26/2014	5	Other	BIOTIN	191	4
2	Female	55-64	11/10/2014	1	Brittle nails	BIOTIN	191	3
1	Female	25-34	10/19/2014	1	General Health & Wellness	BIOTIN	191	1
5	Female	55-64	9/17/2014	4	Hair loss	BIOTIN	191	4
5	Female	65-74	9/4/2014	5	Other	BIOTIN	191	5
5	Male	25-34	8/27/2014	1	General Health & Wellness	BIOTIN	191	4
5	Female	13-18	8/24/2014	4	General Health & Wellness	BIOTIN	191	3
5	Female	19-24	8/13/2014	3	Other	BIOTIN	191	4
5	Female	55-64	8/7/2014	1	Other	BIOTIN	191	1
5	Female	55-64	7/29/2014	5	Alopecia	BIOTIN	191	5
5	Female	65-74	7/14/2014	4	Brittle nails	BIOTIN	191	4
4	Female	55-64	6/17/2014	3	Diabetes	BIOTIN	191	4
5	Female	13-18	6/7/2014	5	General Health & Wellness	BIOTIN	191	5
1	Male	35-44	5/31/2014	1	Biotin deficiency	BIOTIN	191	1
5	Female	25-34	3/8/2014	2	Other	BIOTIN	191	1
5	Female	55-64	2/23/2014	5	Other	BIOTIN	191	5
5	Female	35-44	2/2/2014	1	Alopecia	BIOTIN	191	1
5	Female	13-18	1/22/2014	5	General Health & Wellness	BIOTIN	191	5
5	Female	25-34	12/27/2013	4	General Health & Wellness	BIOTIN	191	5
5	Female	45-54	12/18/2013	3	Other	BIOTIN	191	3
5	Female	35-44	11/20/2013	3	Alopecia	BIOTIN	191	3
4	Male	55-64	11/13/2013	1	General Health & Wellness	BIOTIN	191	1
5	Female	35-44	10/25/2013	5	General Health & Wellness	BIOTIN	191	4
5	Female	19-24	9/23/2013	5	General Health & Wellness	BIOTIN	191	5
5	Female	35-44	9/6/2013	5	Other	BIOTIN	191	5
1	Female	19-24	9/6/2013	1	Biotin deficiency	BIOTIN	191	4
5	Female	3-6	8/8/2013	5	Biotin deficiency	BIOTIN	191	5
5	Female	55-64	7/31/2013	5	Brittle nails	BIOTIN	191	5
5	Female	35-44	7/6/2013	5	Alopecia	BIOTIN	191	5
5	Female	45-54	6/26/2013	5	Brittle nails	BIOTIN	191	5
5	Female	65-74	6/23/2013	1	Hair loss	BIOTIN	191	1
5	Male	55-64	6/12/2013	4	Diabetes	BIOTIN	191	4
5	Female	35-44	6/2/2013	5	Other	BIOTIN	191	5
5	Female	65-74	5/28/2013	5	Hair loss	BIOTIN	191	5
4	Female	65-74	5/27/2013	4	Brittle nails	BIOTIN	191	4
5	Female	35-44	4/5/2013	5	Alopecia	BIOTIN	191	5
4	Female	65-74	3/12/2013	1	Brittle nails	BIOTIN	191	1
5	Female	19-24	3/7/2013	5	Other	BIOTIN	191	5
5	Female	65-74	2/18/2013	5	Peripheral neuropathy	BIOTIN	191	5
5	Female	45-54	1/29/2013	5	Hair loss	BIOTIN	191	5
5	Female	45-54	1/14/2013	1	General Health & Wellness	BIOTIN	191	5
1	Female	35-44	1/10/2013	1	Diabetes	BIOTIN	191	1
5	Female	55-64	12/29/2012	5	Brittle nails	BIOTIN	191	2
5	Female	19-24	11/27/2012	5	Other	BIOTIN	191	5
5	Female	55-64	11/17/2012	5	Alopecia	BIOTIN	191	4
5	Female	55-64	11/14/2012	5	Brittle nails	BIOTIN	191	5
5	Female	45-54	11/13/2012	3	General Health & Wellness	BIOTIN	191	3
5	Female	25-34	11/9/2012	1	Androgenic alopecia	BIOTIN	191	1
5	Female	35-44	9/12/2012	5	Androgenic alopecia	BIOTIN	191	5
5	Female	19-24	9/11/2012	5	General Health & Wellness	BIOTIN	191	5
5	Male	45-54	8/26/2012	3	Alopecia areata	BIOTIN	191	3
5	Female	25-34	8/14/2012	1	General Health & Wellness	BIOTIN	191	2
5	Female	65-74	8/1/2012	3	Brittle nails	BIOTIN	191	2
5	Female	55-64	3/21/2012	5	Brittle nails	BIOTIN	191	5
1	Female	45-54	2/6/2012	1	General Health & Wellness	BIOTIN	191	1
5	Female	35-44	1/24/2012	5	Brittle nails	BIOTIN	191	5
5	Female	65-74	1/11/2012	3	Brittle nails	BIOTIN	191	5
5	Female	13-18	12/22/2011	3	Other	BIOTIN	191	5
4	Female	45-54	11/3/2011	4	Hair loss	BIOTIN	191	2
5	Female	55-64	10/4/2011	5	Brittle nails	BIOTIN	191	5
5	Female	65-74	9/4/2011	5	Hair loss	BIOTIN	191	3
5	Male	55-64	8/6/2011	5	Diabetes	BIOTIN	191	5
5	Female	55-64	8/2/2011	5	Hair loss	BIOTIN	191	5
5	Female	35-44	7/26/2011	3	Other	BIOTIN	191	1
2	Female	45-54	6/8/2011	3	Hair loss	BIOTIN	191	5
5	Female	35-44	5/25/2011	5	General Health & Wellness	BIOTIN	191	5
5	Female	45-54	5/18/2011	1	Hair loss	BIOTIN	191	1
5	Female	45-54	4/8/2011	5	General Health & Wellness	BIOTIN	191	4
5	Female	45-54	2/8/2011	1	Hair loss	BIOTIN	191	1
4	Female	19-24	12/3/2010	4	Alopecia	BIOTIN	191	3
1	Female	45-54	11/30/2010	1	Hair loss	BIOTIN	191	1
5	Female	45-54	7/23/2010	5	Hair loss	BIOTIN	191	5
5	Female	55-64	7/5/2010	1	Brittle nails	BIOTIN	191	4
5	Female	55-64	6/5/2010	5	Hair loss	BIOTIN	191	5
5	Female	45-54	4/14/2010	5	Biotin deficiency	BIOTIN	191	5
5	Female	19-24	3/25/2010	4	Hair loss	BIOTIN	191	4
5	Female	65-74	3/17/2010	4	Hair loss	BIOTIN	191	4
5	Female	25-34	3/4/2010	1	Brittle nails	BIOTIN	191	1
5	Female	25-34	2/18/2010	5	General Health & Wellness	BIOTIN	191	5
4	Female	35-44	2/12/2010	4	Biotin deficiency	BIOTIN	191	4
5	Female	35-44	11/1/2009	5	Other	BIOTIN	191	5
3	Female	35-44	10/28/2009	3	Other	BIOTIN	191	3
5	Female	45-54	10/14/2009	5	Brittle nails	BIOTIN	191	5
5	Female	45-54	9/5/2009	5	Other	BIOTIN	191	5
5	Female	25-34	8/5/2009	4	Alopecia areata	BIOTIN	191	4
5	Female	65-74	6/25/2009	5	Brittle nails	BIOTIN	191	5
4	Female	55-64	10/30/2008	2	Other	BIOTIN	191	2
5	Female	45-54	10/7/2008	2	Other	BIOTIN	191	3
3	Female	45-54	9/30/2008	3	Other	BIOTIN	191	3
5	Male	25-34	10/21/2018	5	"Pityriasis lichenoides chronic...
							"	BROMELAIN	45	5
5	Male	65-74	2/14/2018	5	Arthritis	BROMELAIN	45	4
5	Male	55-64	7/28/2017	5	Sinusitis	BROMELAIN	45	5
5	Female	25-34	5/15/2017	5	"Urinary tract infections (UTIs...
							"	BROMELAIN	45	4
5	Female	65-74	1/21/2016	5	Other	BROMELAIN	45	5
4	Female	55-64	10/29/2015	2	Pain	BROMELAIN	45	3
5	Male	55-64	5/24/2015	5	Pain	BROMELAIN	45	5
5	Male	45-54	5/19/2015	5	Arthritis	BROMELAIN	45	5
